bin,A,A_err,B,B_err,C,C_err,chi2,ndf,redchi2,nanA,empty
(Q2_y_Bin_4)-(z_pT_Bin_10),6920.525701238414,100.25011274413646,-0.16776425968733266,0.023973705032468623,0.009899997254683834,0.006190830705539772,30.406947683076748,19.0,1.6003656675303553,False,False
(Q2_y_Bin_4)-(z_pT_Bin_11),3142.793445390762,69.66286727914598,-0.283827264901637,0.03590588752466645,-0.0019316049362892843,0.0006575349468052805,17.78886841149992,19.0,0.9362562321842063,False,False
(Q2_y_Bin_4)-(z_pT_Bin_13),16694.108113047507,173.40663552225487,-0.018572164749759174,0.013932692082211276,0.005736006885817018,0.0042158266658754145,24.612086075629936,21.0,1.1720040988395208,False,False
(Q2_y_Bin_4)-(z_pT_Bin_14),17211.952107138033,139.61377075001838,-0.04714872887637025,0.011721088360553609,-0.011099926787820376,0.007140908244352876,22.63977177299897,21.0,1.078084370142808,False,False
(Q2_y_Bin_4)-(z_pT_Bin_15),18207.218598175747,144.46994123972945,-0.09578056404753763,0.012419043440086916,-0.0051500000112465645,0.007423587353683829,38.72353333365862,21.0,1.8439777777932678,False,False
(Q2_y_Bin_4)-(z_pT_Bin_16),15904.787412857348,173.1314157723873,-0.11356004885083812,0.01721140565319805,-0.02625764355834808,0.019574749553640518,21.00270903453105,19.0,1.105405738659529,False,False
(Q2_y_Bin_4)-(z_pT_Bin_17),11103.254497231905,119.52135357149746,-0.23746070592452703,0.016737849574441063,-0.021268880708804613,0.009883228465606436,21.33004656019419,19.0,1.1226340294839048,False,False
(Q2_y_Bin_4)-(z_pT_Bin_19),16091.61335252715,166.35402457254986,-0.010696606721646231,0.006184412986761886,0.0040943480805533386,0.001883273835958937,25.97671974561611,21.0,1.236986654553148,False,False
(Q2_y_Bin_4)-(z_pT_Bin_20),17086.861025068396,139.49672197038308,-0.040261193141824816,0.010688722139046994,-0.007500000310343233,0.010512992736570657,26.466916234401964,21.0,1.2603293444953316,False,False
(Q2_y_Bin_4)-(z_pT_Bin_21),19903.198184707722,166.08934064065215,-0.044788205446376586,0.013037113453773327,-0.05189999994194676,0.006310328075775456,48.643125128773924,21.0,2.3163392918463774,False,False
(Q2_y_Bin_4)-(z_pT_Bin_22),20316.84313497442,191.46415035494465,-0.08294694777467342,0.014330115695293279,-0.05252525771699746,0.012524506019909447,16.39330270477048,19.0,0.8628054055142358,False,False
(Q2_y_Bin_4)-(z_pT_Bin_23),14420.863486383603,145.83193471403865,-0.1690454298645814,0.01479757602861101,-0.03541811270989815,0.013794601386443416,27.954026832118053,21.0,1.3311441348627644,False,False
(Q2_y_Bin_4)-(z_pT_Bin_25),21917.756211531745,182.03164778791506,-0.002151273989686235,0.002353647688826797,0.0002999997539859439,0.00019998119961024279,23.976093131173535,21.0,1.1417187205320731,False,False
(Q2_y_Bin_4)-(z_pT_Bin_26),23170.293987331846,168.24065527884704,-0.02321073571382553,0.011440674882494806,-0.02666091044870031,0.009749520019210828,42.1143022187273,21.0,2.0054429627965384,False,False
(Q2_y_Bin_4)-(z_pT_Bin_27),26252.474235786573,270.31484784699387,-0.06703105071581852,0.02432194843091122,-0.05302975590308973,0.013005809737062203,20.32218439576875,19.0,1.0695886524088816,False,False
(Q2_y_Bin_4)-(z_pT_Bin_28),28021.344871655034,212.7354511773574,-0.0687175771995175,0.011209590137730353,-0.04595590129504421,0.011536270072047689,40.057890616788306,20.0,2.0028945308394155,False,False
(Q2_y_Bin_4)-(z_pT_Bin_29),21846.817123326553,200.33695402978992,-0.149052808132738,0.01391943396272688,-0.011900000819229753,0.016478240270272837,65.60321090785939,21.0,3.1239624241837807,False,False
(Q2_y_Bin_4)-(z_pT_Bin_31),47835.87419375807,378.659691813089,-0.008626361838003327,0.005745318567079144,-0.016349997359580676,0.008320437842144254,39.30249321240163,21.0,1.871547295828649,False,False
(Q2_y_Bin_4)-(z_pT_Bin_32),50515.294686639856,424.2183447522657,-0.01788787487329618,0.00678794684904986,-0.028677989348551352,0.011063597783780825,26.552040219518176,21.0,1.2643828675961035,False,False
(Q2_y_Bin_4)-(z_pT_Bin_33),55438.60326939166,428.2078628164927,-0.023374685166995056,0.01053684080867348,-0.07469999996750232,0.008910903459215677,19.616944024668413,19.0,1.0324707381404428,False,False
(Q2_y_Bin_4)-(z_pT_Bin_34),54959.395428489355,436.29306332290435,-0.09187210984014968,0.011591492001527252,-0.022999107988474266,0.03472130653523461,36.577757712098844,21.0,1.7417979862904212,False,False
(Q2_y_Bin_5)-(z_pT_Bin_1),12803.955388876306,189.99109243494604,-0.05419931881764389,0.02175601619395414,-0.011738342088892323,0.012125202162963974,15.86019993501745,21.0,0.7552476159532119,False,False
(Q2_y_Bin_5)-(z_pT_Bin_2),12731.07243097725,267.9425618309806,-0.13184313228054553,0.03507842336008117,0.0060433949847179475,0.0025985152438034297,17.80131825998942,16.0,1.1125823912493387,False,False
(Q2_y_Bin_5)-(z_pT_Bin_3),12890.219436748119,155.88445706389757,-0.16872510372043326,0.020631897475920605,0.005399999172784941,0.003395989199180688,36.49219639583677,15.0,2.4328130930557847,False,False
(Q2_y_Bin_5)-(z_pT_Bin_4),14191.094012254265,153.3947221528406,-0.1749608076601587,0.01857659879099323,-0.0014500008139408669,0.0028959050220836637,28.690646970259316,15.0,1.9127097980172878,False,False
(Q2_y_Bin_5)-(z_pT_Bin_5),16014.645074731305,183.30813541187126,-0.18811546644257388,0.02051087831622092,-0.025974171913508304,0.012170593645019108,36.58052879686939,17.0,2.151795811580552,False,False
(Q2_y_Bin_5)-(z_pT_Bin_6),17271.35849492513,110.43243113475182,-0.3245514686015798,0.011005894251137543,0.029898047347086776,0.00885461809278122,53.90759512105989,21.0,2.56702833909809,False,False
(Q2_y_Bin_5)-(z_pT_Bin_7),14465.411802882994,149.1947606428921,-0.02044355875296683,0.014242212643268842,0.005699989288904131,0.0034513809308591107,35.242740831359455,21.0,1.6782257538742598,False,False
(Q2_y_Bin_5)-(z_pT_Bin_8),14436.438521538832,141.70432064561464,-0.053476126718889454,0.015499878854399025,0.008849997901718061,0.0043904688501146556,29.0520724694773,15.0,1.9368048312984867,False,False
(Q2_y_Bin_5)-(z_pT_Bin_9),14308.628232751083,141.09002284113376,-0.06414879537617418,0.015832500031273296,-0.001600018385835796,0.0031448615488552352,37.351363877030806,16.0,2.3344602423144254,False,False
(Q2_y_Bin_5)-(z_pT_Bin_10),14339.188210486478,116.44032853437784,-0.09297258186003882,0.013168030402926856,-0.007349995594507319,0.003727181988180925,21.341807831699562,17.0,1.2554004606882094,False,False
(Q2_y_Bin_5)-(z_pT_Bin_11),14626.36664825629,94.38089646325989,-0.16657628710300657,0.010489137845586097,0.0014500010060293645,0.002043899745969478,26.051761080619283,21.0,1.240560051458061,False,False
(Q2_y_Bin_5)-(z_pT_Bin_12),12744.372839284419,71.27312610270928,-0.31073359818403623,0.008319981640498852,0.06713316246457914,0.008119474079026582,41.721289303482166,21.0,1.9867280620705794,False,False
